"codigo","situacao","nome","descricao","mensagem","parametros"
"ELIM0093","Ativa","Verifica IAE (ASA2) em T-2 Linha de Negócio - Varejo/Comercial","A média por período anual da soma das Operações de Crédito, TVM Não Negociação e Plano de Negócios, multiplicada por 3,5%,  apresenta valor diferente do saldo apresentado no documento DLO para a conta 873.20.01"," média por período anual da soma das Operações de Crédito (elemento 17), TVM Não Negociação (elemento 18) e Plano de Negócios (elemento 20), multiplicada por 3,5%,  apresenta valor diferente do saldo apresentado no documento DLO para a conta 873.20.01","System.Object[]"
"ELIM0094","Ativa","Verifica IAE (ASA2) em T-3 Linha de Negócio - Varejo/Comercial","A média por período anual da soma das Operações de Crédito, TVM Não Negociação e Plano de Negócios, multiplicada por 3,5%,  apresenta valor diferente do saldo apresentado no documento DLO para a conta 873.10.01"," média por período anual da soma das Operações de Crédito (elemento 17), TVM Não Negociação (elemento 18) e Plano de Negócios (elemento 20), multiplicada por 3,5%,  apresenta valor diferente do saldo apresentado no documento DLO para a conta 873.10.01","System.Object[]"
"ELIM0095","Ativa","Verifica IE (ASA2) em T-1 Linha de Negócio - Demais","A soma das Receitas de Intermediação Financeira, Receitas de Prestação de Serviços, Plano de Negócios, subtraída das Despesas de Intermediação Financeira e Ganho e Perdas com Alienação de TVM  apresenta valor diferente do saldo apresentado no documento DLO para a conta 873.30.13","A soma das Receitas de Intermediação Financeira (elemento 11), Receitas de Prestação de Serviços (elemento 12), Plano de Negócios (elemento 20), subtraída das Despesas de Intermediação Financeira (elemento 14) e Ganho e Perdas com Alienação de TVM (elemento 16)apresenta valor diferente do saldo apresentado no documento DLO para a conta 873.30.13","System.Object[]"
"ELIM0096","Ativa","Verifica IE (ASA2) em T-2 Linha de Negócio - Demais","A soma das Receitas de Intermediação Financeira, Receitas de Prestação de Serviços, Plano de Negócios, subtraída das Despesas de Intermediação Financeira e Ganho e Perdas com Alienação de TVM  apresenta valor diferente do saldo apresentado no documento DLO para a conta 873.20.13","A soma das Receitas de Intermediação Financeira (elemento 11), Receitas de Prestação de Serviços (elemento 12), Plano de Negócios (elemento 20), subtraída das Despesas de Intermediação Financeira (elemento 14) e Ganho e Perdas com Alienação de TVM (elemento 16)apresenta valor diferente do saldo apresentado no documento DLO para a conta 873.20.13","System.Object[]"
"ELIM0097","Ativa","Verifica IE (ASA2) em T-3 Linha de Negócio - Demais","A soma das Receitas de Intermediação Financeira, Receitas de Prestação de Serviços, Plano de Negócios, subtraída das Despesas de Intermediação Financeira e Ganho e Perdas com Alienação de TVM  apresenta valor diferente do saldo apresentado no documento DLO para a conta 873.10.13","A soma das Receitas de Intermediação Financeira (elemento 11), Receitas de Prestação de Serviços (elemento 12), Plano de Negócios (elemento 20), subtraída das Despesas de Intermediação Financeira (elemento 14) e Ganho e Perdas com Alienação de TVM (elemento 16)apresenta valor diferente do saldo apresentado no documento DLO para a conta 873.10.13","System.Object[]"
"ELIM0098","Desativada","VALIDA O SALDO DA CONTA 160.01","Verifica o saldo da conta 160.01 com o saldo das contas 160.01.01, 160.01.02, 160.01.03, 160.01.04, 160.01.05, 160.01.06, 160.01.07 e 160.01.08.","O saldo da conta 160.01 é incompatível com o saldo das contas 160.01.01, 160.01.02, 160.01.03, 160.01.04, 160.01.05, 160.01.06, 160.01.07 e 160.01.08.","System.Object[]"
"ELIM0100","Desativada","Validar Fator F para cooperativas","Espera-se que o fator F seja 11 para todas instituições financeiras à exceção das repassadoras e das cooperativas de crédito que poderão ser:  Cooperativas não vinculadas a centrais : 15 ou 18, será 18 obrigatoriamente se estiver no RPS. E será 15 se estiverem no RPC. Cooperativas vinculadas a centrais: 11 ou 13, será 13 obrigatoriamente se estiverem no RPS. Centrais RPS o fator F é 14 obrigatoriamente. E para qualquer cooperativa será 11 obrigatoriamente se estiverem no RPC.","Valor informado para parâmetro 'Fator F' é inválido para o tipo de instituição financeira.","System.Object[]"
"ELIM0101","Ativa","Validar obrigatoriedade da Metodologia para o limite 05","Espera-se que o domínio 3 da tab6 seja informado sempre que a instituição estiver sujeita ao limite 05.00 da tab1  e não esteja no RPS.","Parâmetro 'Opção da metodologia de risco operacional' não informado. Instituição submetida ao limite 05 e que não se encontre no RPS deve informá-lo.","System.Object[]"
"ELIM0103","Desativada","Validar saldo da conta 720","Verifica para as Instituições que devem detalhar o PEPR se o saldo da conta 720 é o resultado do somatório das contas 705, 710 E 715.","O SALDO DA CONTA 720 NÃO É COMPATÍVEL COM O SOMATÓRIO DO SALDO DAS CONTAS 705, 710 E 715.","System.Object[]"
"ELIM0104","Desativada","Validar saldo da conta 760","Verifica para as instituições no RPS se o saldo da conta 760 é o resultado da aplicação do Fator F sobre o saldo da conta 750.","O SALDO DA CONTA 760 NÃO É COMPATÍVEL COM O SALDO DA CONTA 750 E/OU FATOR F INFORMADO.","System.Object[]"
"ELIM0105","Desativada","Validar saldo da conta 705","Verifica  se o saldo da conta 705 é o resultado da aplicação do Fator F sobre o saldo da conta 700.","O SALDO DA CONTA 705 NÃO É COMPATÍVEL COM O SALDO DA CONTA 700 E/OU FATOR F INFORMADO.","System.Object[]"
"ELIM0106","Ativa","Rejeitar documento de Instituição RPSD","Verifica se a instituição optou pelo regime simplificado, e se enquadrou em RPSD, caso em que se rejeita o documento.
","A instituição é optante pelo Regime Prudencial Simplificado, e por critério de ativo total está dispensada do envio do DLO.","System.Object[]"
"ELIM0107","Ativa","Rejeita documento de Instituição RPC com valores indevidos","Verifica se a instituição é RPC e se informou valores para as contas exclusivas do RPS, caso em que se rejeita o documento.","Foram informadas contas específicas de Instituições optantes pelo RPS, no entanto essa Instituição é optante pelo RPC.","System.Object[]"
"ELIM0108","Ativa","Rejeita documento de Instituição RPS com valores indevidos","Verifica se a instituição é RPS e se informou valores para as contas exclusivas do RPC, caso em que se rejeita o documento.
","Foram informadas contas específicas de Instituições optantes pelo RPC, no entanto essa Instituição é optante pelo RPS.","System.Object[]"
"ELIM0109","Ativa","IHCD - limite de 15 % do PR Nível 1","Verifica se o saldo da conta 110.04 - Instrumentos Híbridos de Capital e Dívida não ultrapassou 15% do PR de nível 1.","O SALDO DA CONTA 110.04 ULTRAPASSOU O LIMITE DE 15% DO PR DE NÍVEL 1.","System.Object[]"
"ELIM0110","Ativa","Validação do saldo da conta 120","VALIDAR SALDO DA CONTA DLO[120] COM DLO[110.06]+DLO[110.07]+DLO[110.08]+DLO[110.09]+DLO[110.10]+DLO[120.01]+DLO[120.02]+DLO[110.14]-DLO[120.03]-DLO[120.04]-DLO[120.05]","O SALDO DA CONTA 120 NÃO É COMPATÍVEL COM OS SALDOS DAS CONTAS QUE O COMPÕE","System.Object[]"
"ELIM0111","Ativa","Validação do saldo da conta 120","VALIDAR SALDO DA CONTA DLO[120] COM DLO[110.06]+DLO[110.07]+DLO[110.08]+DLO[120.01]+DLO[120.02]+DLO[110.14]-DLO[120.03]-DLO[120.04]-DLO[120.05]+DLO[120.06]+DLO[120.07]","O SALDO DA CONTA 120 NÃO É COMPATÍVEL COM OS SALDOS DAS CONTAS QUE O COMPÕE","System.Object[]"
"ELIM0112","Ativa","Validação do saldo da conta 120.05","VERIFICA SE O SALDO DA CONTA DLO[120.05] É COMPATÍVEL COM DLO[110.06]+DLO[110.07]+DLO[110.08]+DLO[110.14]+DLO[120.01]+DLO[120.02]-DLO[120.03]-DLO[120.04]+DLO[120.06]+DLO[120.07]-MAX(DLO[110];0)","O ajuste do PR de Nível II ao PR de Nível I, conta 120.05 informado incorretamente.","System.Object[]"
"ELIM0113","Ativa","Validar Detalhamento do RWACPAD","Verifica se para as instituições sujeitas ao detalhamento do RWACPAD se o arquivo apresenta detalhamento para suas contas e elementos.","O Documento não apresentou contas e/ou detalhamentos de contas do RWACPAD.","System.Object[]"
"ELIM0114","Ativa","Validar Detalhamento do RWAOPAD","Verifica se para as instituições sujeitas ao detalhamento do RWAOPAD se o arquivo apresenta detalhamento para suas contas e elementos.","O Documento não apresentou contas e/ou detalhamentos de contas do RWAOPAD.","System.Object[]"
"ELIM0115","Ativa","Validar Detalhamento da RBAN","Verifica se para as instituições sujeitas ao detalhamento do RBAN se o arquivo apresenta detalhamento para suas contas e elementos.","O Documento não apresentou contas e/ou detalhamentos de contas da RBAN.","System.Object[]"
"ELIM0116","Ativa","VALIDA SALDO DA CONTA 160.01","REJEITA VALORES NULOS OU NEGATIVOS PARA O ATIVO PERMANENTE - CONTA DLO[160.01]","SALDO DA CONTA 160.01 DEVE SER MAIOR DO QUE ZERO.","System.Object[]"
"ELIM0117","Ativa","VALIDA SALDO DA CONTA 110.18","Verifica se o Saldo da conta 110.18  é igual a soma dos valores contábeis das contas 120.06 e 120.07","O valor informado para o saldo da conta 110.18 é diferente da soma dos valores contábeis associados às contas 120.06 e 120.07.","System.Object[]"
"ELIM0118","Ativa","Validação do saldo da conta 110.18","REJEITA VALORES PARA A CONTA 110.18 EM DESACORDO COM O VALOR CONTÁBIL DAS CONTAS 120.06 E 120.07","SALDO DA CONTA 110.18 DEVE SER EQUIVALENTE  A SOMA DO VALOR CONTÁBIL DAS CONTAS 120.06 E 120.07","System.Object[]"
"ELIM0119","Ativa","Validação do saldo da conta 110.12","REJEITA VALORES PARA A CONTA 110.12 EM DESACORDO COM O VALOR CONTÁBIL DA CONTA 670.01","SALDO DA CONTA 110.12 DEVE SER EQUIVALENTE AO VALOR CONTÁBIL DA CONTA 670.01","System.Object[]"
"ELIM0120","Ativa","Validação do saldo da conta 110.15","REJEITA VALORES PARA A CONTA 110.15 EM DESACORDO COM O VALOR CONTÁBIL DA CONTA 670.02","SALDO DA CONTA 110.15 DEVE SER EQUIVALENTE AO VALOR CONTÁBIL DA CONTA 670.02","System.Object[]"
"ELIM0121","Ativa","Validação do saldo da conta 110.13","REJEITA VALORES PARA A CONTA 110.13 EM DESACORDO COM O VALOR CONTÁBIL DA CONTA 670.03","SALDO DA CONTA 110.13 DEVE SER EQUIVALENTE AO VALOR CONTÁBIL DA CONTA 670.03","System.Object[]"
"ELIM0122","Ativa","Validação do saldo das contas 130.01, 130.02, 130.03 e 130.04","REJEITA VALORES PARA AS CONTAS 130.01, 130.02, 130.03 E 130.04 EM DESACORDO COM O VALOR CONTÁBIL DA CONTA 670.04","A SOMA DOS SALDOS DAS CONTAS 130.01, 130.02, 130.03 E 130.04 DEVE SER EQUIVALENTE AO VALOR CONTÁBIL DA CONTA 670.04","System.Object[]"
"ELIM0123","Ativa","Validação do saldo da conta 130.06","REJEITA VALORES PARA A CONTA 130.06 EM DESACORDO COM O VALOR CONTÁBIL DA CONTA 670.05","SALDO DA CONTA 130.06 DEVE SER IGUAL OU MAIOR QUE O VALOR CONTÁBIL DA CONTA 670.05","System.Object[]"
"ELIM0124","Ativa","Validação do saldo da conta 110.13","REJEITA VALORES PARA A CONTA 110.13 EM DESACORDO COM O VALOR CONTÁBIL DA CONTA 420.03","SALDO DA CONTA 110.13 DEVE SER EQUIVALENTE AO VALOR CONTÁBIL DA CONTA 420.03","System.Object[]"
"ELIM0125","Ativa","Validação do saldo da conta 110.12","REJEITA VALORES PARA A CONTA 110.12 EM DESACORDO COM O VALOR CONTÁBIL DA CONTA 420.01","SALDO DA CONTA 110.12 DEVE SER EQUIVALENTE AO VALOR CONTÁBIL DA CONTA 420.01","System.Object[]"
"ELIM0126","Ativa","Validação do saldo da conta 110.15","REJEITA VALORES PARA A CONTA 110.15 EM DESACORDO COM O VALOR CONTÁBIL DA CONTA 420.02","SALDO DA CONTA 110.15 DEVE SER EQUIVALENTE AO VALOR CONTÁBIL DA CONTA 420.02","System.Object[]"
"ELIM0127","Ativa","Validação do saldo das contas 130.04 e 130.07","REJEITA VALORES PARA AS CONTAS 130.04 E 130.07 EM DESACORDO COM  O SOMATÓRIO DO VALOR CONTÁBIL DAS CONTAS 420.04 E 420.05","A SOMA DOS SALDOS DAS CONTAS 130.04 E 130.07 DEVE SER EQUIVALENTE A SOMA DO VALOR CONTÁBIL DAS CONTAS 420.04 E 420.05","System.Object[]"
"ELIM0129","Ativa","Validação da conta 620.01","VERIFICA SE A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.01 SÃO EQUIVALENTES AO SALDO DA CONTA 620.01.01 MENOS 620.01.02. "," A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.01 NÃO SÃO COMPATÍVEIS COM O SALDO DA CONTA 620.01.01 MENOS 620.01.02","System.Object[]"
"ELIM0130","Ativa","Validação da conta 620.02","VERIFICA SE A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.02 SÃO EQUIVALENTES AO SALDO DA CONTA 620.02.01 MENOS 620.02.02.","A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.02 NÃO SÃO COMPATÍVEIS COM O SALDO DA CONTA 620.02.01 MENOS 620.02.02","System.Object[]"
"ELIM0131","Ativa","Validação da conta 620.03","VERIFICA SE A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.03 SÃO EQUIVALENTES AO SALDO DA CONTA 620.03.01 MENOS 620.03.02.","A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.03 NÃO SÃO COMPATÍVEIS COM O SALDO DA CONTA 620.03.01 MENOS 620.03.02","System.Object[]"
"ELIM0132","Ativa","Validação da conta 620.04","VERIFICA SE A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.04 SÃO EQUIVALENTES AO SALDO DA CONTA 620.04.01 MENOS 620.04.02.","A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.04 NÃO SÃO COMPATÍVEIS COM O SALDO DA CONTA 620.04.01 MENOS 620.04.02","System.Object[]"
"ELIM0133","Ativa","Validação da conta 620.06","VERIFICA SE A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.06 SÃO EQUIVALENTES AO SALDO DA CONTA 620.06.01 MENOS 620.06.03 MENOS 620.06.02.","A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.06 NÃO SÃO COMPATÍVEIS COM O SALDO DA CONTA 620.06.01 MENOS 620.06.03 MENOS 620.06.02","System.Object[]"
"ELIM0134","Ativa","Validação da conta 620.07","VERIFICA SE A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.07 SÃO EQUIVALENTES AO SALDO DA CONTA 620.07.01 MENOS 620.07.02.","A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.07 NÃO SÃO COMPATÍVEIS COM O SALDO DA CONTA 620.07.01 MENOS 620.07.02","System.Object[]"
"ELIM0135","Ativa","Validação da conta 620.08","VERIFICA SE A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.08 SÃO EQUIVALENTES AO SALDO DA CONTA 620.08.01 MENOS 620.08.02.","A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.08 NÃO SÃO COMPATÍVEIS COM O SALDO DA CONTA 620.08.01 MENOS 620.08.02","System.Object[]"
